A		CA120726B	A	1		Osprey 600 8ft	Released	CA120726B_A.pdf
1.1.44.1	1	            CA334464	B	1	24	Screen Wall 20x100 MB-IL	Released	CA334464_B.pdf
1.1.44.2	2	            CA330921	C	1	24	Tape 100 Screen Wall MB-IL	In Production	M-CA330921_C.pdf
1.1.45	45	        CA331289	B	3		Screen Wall Assy 40x70 MB-IL	In Production	M-CA331289_B .pdf
1.1.45.1	1	            CA330886	E	1	6	Screen Wall 40x70 MB-IL	In Production	M-CA330886_E .pdf
1.1.45.2	2	            CA331481	B	1	6	Tape 70 Screen Wall MB-IL	In Production	M-CA331481_B.pdf
1.1.46	46	        CA330181	E	35	70	J-Ring 30 deg	In Production	M-CA330181_E .pdf
1.1.47	47	        CA325379	I	32	64	Resonator molded with insert UWB v2	In Production	M-CA325379_I .pdf
1.1.48	48	        CA320192	H	32	64	J-Hook Spacer FF	In Production	M-CA320192_H .pdf
1.1.49	49	        CA328118	A	24		Center Conductor Assy-L UWB Z FF	In Production	M-CA328118_A .pdf
1.1.49.1	1	            CA324096	E	1	96	J-Hook Isolator Z FF	In Production	M-CA324096_E .pdf
1.1.49.2	2	            CA319943	H	1	48	J-Hook-L UWB FF	In Production	M-CA319943_H .pdf
1.1.49.3	3	            CA320182	C	1	96	C-Snap 16slim FF	In Production	M-CA320182_C .pdf
1.1.50	50	        CA328119	A	24		Center Conductor Assy-U UWB Z FF	In Production	M-CA328119_A .pdf
1.1.50.1	1	            CA324096	E	1	-	J-Hook Isolator Z FF	In Production	M-CA324096_E .pdf
1.1.50.2	2	            CA320174	H	1	48	J-Hook-U UWB FF	In Production	M-CA320174_H .pdf
1.1.50.3	3	            CA320182	C	1	-	C-Snap 16slim FF	In Production	M-CA320182_C .pdf
1.1.51	51	        CA334443	A	16		C-Snap Assy LBBL MB-IL	Released	CA334443_A.pdf
1.1.51.1	1	            CA334181	F	1	32	C-snap isolator LBBL, IL	Released	M-CA334181_F.pdf
1.1.51.2	2	            CA334409	B	1	32	C-snap LBBL IL	Released	CA334409_B.pdf
1.1.52	52	        CA334442	A	8		IL Radiating Element LBBL Assy MB-IL	Released	ca334442_A.pdf
1.1.52.1	1	            CA334129	D	1	16	IL Radiating Element LBBL	Released	CA334129_D.pdf
1.1.52.2	2	            CA334465	B	1	16	Center Holder Splitters LBBL	Released	M-CA334465_B.pdf
1.1.52.3	3	            CA334461	B	1	16	IL Splitter Lower LBBL	Released	CA334461_B.pdf
1.1.52.4	4	            CA334460	B	1	16	IL Splitter Upper LBBL	Released	CA334460_B.pdf
1.1.52.5	5	            CA334466	C	1	16	Splitter Holder Top LBBL	Released	M-CA334466_C.pdf
1.1.53	53	        CA329952	B	16	32	Screw MRT M4x30 A4 NiP	In Production	M-CA329952_B .pdf
1.1.54	54	        CA333881	A	8	16	Screw MRT M4x50 A4 NiP	Released	M-CA333881_A .pdf
1.1.55	55	        CA334188	A	8		Center Conductor Assy-L UWB-IL	Released	M-CA334188_A.pdf
1.1.55.1	1	            CA333963	D	1	32	J-hook Isolator UWB IL MB-IL	Released	M-CA333963_D.pdf
1.1.55.2	2	            CA333979	A	1	32	C-Snap UWB MB-IL 600	Released	M-CA333979_A.pdf
1.1.55.3	3	            CA334229	A	1	16	J-hook-L HBB IL MB-IL	Released	CA334229_A .pdf
1.1.56	56	        CA334189	A	8		Center Conductor Assy-U UWB-IL	Released	M-CA334189_A.pdf
1.1.56.1	1	            CA333963	D	1	-	J-hook Isolator UWB IL MB-IL	Released	M-CA333963_D.pdf
1.1.56.2	2	            CA333979	A	1	-	C-Snap UWB MB-IL 600	Released	M-CA333979_A.pdf
1.1.56.3	3	            CA334230	A	1	16	J-hook-U HBB IL MB-IL	Released	CA334230_A .pdf
1.1.57	57	        CA334218	A	1		ADT Assy 8S LBBL 2;6;12 MB-IL	Released	M-CA334218_A.pdf
1.1.57.1	1	            CA334219	C	1	2	ADT-shaft LBBL MB-IL 2;6;12	Released	M-CA334219_C.pdf
1.1.57.2	2	            CA330368	D	1	2	Yoke-2 LB 1st MB-IL	In Production	M-CA330368_D .pdf
1.1.57.3	3	            CA330506	C	1	2	Yoke-6 LB 2nd MB-IL	In Production	M-CA330506_C .pdf
1.1.57.4	4	            CA330507	C	1	2	Yoke-12 LB 3rd MB-IL	In Production	M-CA330507_C.pdf
1.1.57.5	5	            CA327151	D	3	12	Yoke lid FNP	In Production	M-CA327151_D .pdf
1.1.57.6	6	            CA318000	J	1	6	RET coupling female FF	In Production	M-CA318000_J .pdf
1.1.57.7	7	            CA331898	D	1	16	ADT-Bearing MB-IL	In Production	M-CA331898_D.pdf
1.1.58	58	        CA333203	A	1		ADT Assy 16S UWB-IL 1,5; 3; 6 MB-IL	In Production	M-CA333203_A .pdf
1.1.58.1	1	            CA331731	A	1	2	ADT-shaft classic, UWB MB-IL 1,5;3;6	In Production	M-CA331731_A .pdf
1.1.58.2	2	            CA330502	C	1	2	Yoke-3 HB 3rd MB-IL	In Production	M-CA330502_C.pdf
1.1.58.3	3	            CA330503	C	1	2	Yoke-1,5 HB 2nd MB-IL	In Production	M-CA330503_C .pdf
1.1.58.4	4	            CA330499	C	1	2	Yoke-6 HB 4th MB-IL	In Production	M-CA330499_C.pdf
1.1.58.5	5	            CA327151	D	3	-	Yoke lid FNP	In Production	M-CA327151_D .pdf
1.1.58.6	6	            CA331898	D	1	-	ADT-Bearing MB-IL	In Production	M-CA331898_D.pdf
1.1.58.7	7	            CA318000	J	1	-	RET coupling female FF	In Production	M-CA318000_J .pdf
1.1.59	59	        CA330588	B	1		ADT Assy 16S UWB 1,5:3:6 MB-IL	In Production	M-CA330588_B .pdf
1.1.59.1	1	            CA330798	A	1	2	ADT-shaft UWB MB-IL 1,5;3;6	In Production	M-CA330798_A .pdf
1.1.59.2	2	            CA319141	I	1	2	Yoke-6 HB FF	In Production	M-CA319141_I .pdf
1.1.59.3	3	            CA319150	H	1	2	Yoke-3 HB FF	In Production	M-CA319150_H .pdf
1.1.59.4	4	            CA319151	H	1	2	Yoke-1,5 HB FF	In Production	M-CA319151_H .pdf
1.1.59.5	5	            CA314762	J	3	6	Yoke lid	In Production	M-CA314762_J .pdf
1.1.59.6	6	            CA318000	J	1	-	RET coupling female FF	In Production	M-CA318000_J .pdf
1.1.59.7	7	            CA318220	R	1	2	ADT-bearing FF	In Production	M-CA318220_R .pdf
1.1.60	60	        CA331898	D	3	-	ADT-Bearing MB-IL	In Production	M-CA331898_D.pdf
1.1.61	61	        CA332310	A	1		Drive tube assy, L1146	In Production	M-CA332310_A .pdf
1.1.61.1	1	            CA331898	D	3	-	ADT-Bearing MB-IL	In Production	M-CA331898_D.pdf
1.1.61.2	2	            CA332309	A	1	2	Drive tube, L1146	In Production	M-CA332309_A .pdf
1.1.61.3	3	            CA331896	E	2	4	Drive tube coupling female	In Production	M-CA331896_E .pdf
1.1.62	62	        CA332312	A	1		Drive tube assy, U641	In Production	M-CA332312_A .pdf
1.1.62.1	1	            CA332311	A	1	2	Drive tube U641	In Production	M-CA332311_A .pdf
1.1.62.2	2	            CA331895	D	2	4	Drive tube coupling male	In Production	M-CA331895_D .pdf
1.1.63	63	        CA800218		16	32	Snap Rivet SR-5055B	Released Std Comp	
1.1.64	64	        CA800139		2	4	Snap Rivet SR-6080B	Released Std Comp	
1.1.65	65	        CA334361	A	8		Patch Holder ML Assy MB-IL	Released	CA334361_A.pdf
1.1.65.1	1	            CA334019	A	1	16	Patch ML MB-IL	Released	M-CA334019_A.pdf
1.1.65.2	2	            CA330901	F	1	16	Patch Holder IL MB-IL	In Production	M-CA330901_F .pdf
1.1.66	66	        CA334896	A	8		IL Ring Assy MB-IL	Released	CA334896_A.pdf
1.1.66.1	1	            CA334453	B	1	16	O-600 ring holder	Released	CA334453_B.pdf
1.1.66.2	2	            CA335698	C	1	16	IL Ring 3mmAsym	Released	CA335698_C.pdf
1.1.67	67	        CA330610	A	7		Parasite Wire Assy UWB MB-IL	In Production	M-CA330610_A .pdf
1.1.67.1	1	            CA330609	E	1	14	Parasite Holder UWB MB-IL	In Production	M-CA330609_E .pdf
1.1.67.2	2	            CA201211	B	1	14	Wire	In Production	M-CA201211_B.pdf
1.2	2	    CA335490	A	1		8SLBBL+16SHB-R Assy 12PMB-IL	Released	CA335490_A.pdf
1.2.1	1	        CA335492	A	1	1	Reflector-R 8SLBBL+16SHB 12PMB-IL	Released	CA335492_A.pdf
1.2.1.A		            SA-CA313743	H	1		Reflector manufacturing instruction	In Production	SA-CA313743_H.pdf
1.2.2	2	        CA334543	A	4		1-Line Outer Assy 8S 2-12 LBBL-IL	Released	CA334543_A.pdf
1.2.2.1	1	            CA334544	A	1	-	1-Line Outer 8S 2-12 LBBL-IL	Released	CA334544_A.pdf
1.2.2.2	2	            CA323885	C	1	-	U-slide First LBBL FF	In Production	M-CA323885_C.pdf
1.2.2.3	3	            CA334052	E	2	-	End Spacer Slim	Released	M-CA334052_E.pdf
1.2.3	3	        CA334545	A	4		1-Line Middle Assy 2-12 LBBL	Released	CA334545_A.pdf
1.2.3.1	1	            CA334546	A	1	-	1-Line Middle 8S 2-12 LBBL-IL	Released	CA334546_A.pdf
1.2.3.2	2	            CA323885	C	1	-	U-slide First LBBL FF	In Production	M-CA323885_C.pdf
1.2.3.3	3	            CA334052	E	2	-	End Spacer Slim	Released	M-CA334052_E.pdf
1.2.4	4	        CA334547	A	2		2-Line L Assy 8S 2-12 LBBL-IL	Released	CA334547_A.pdf
1.2.4.1	1	            CA334548	A	1	-	2-Line L 8S 2-12 LBBL-IL	Released	CA334548_A.pdf
1.2.4.2	2	            CA323885	C	1	-	U-slide First LBBL FF	In Production	M-CA323885_C.pdf
1.2.4.3	3	            CA323379	C	16	-	Second blue spacer FF	In Production	M-CA323379_C .pdf
1.2.4.4	4	            CA321801	E	2	-	Big spacer, FF	In Production	M-CA321801_E .pdf
1.2.4.5	5	            CA319969	G	1	-	Zero spacer,  FF	In Production	M-CA319969_G .pdf
1.2.5	5	        CA334549	A	2		2-Line U Assy 8S 2-12 LBBL-IL	Released	CA334549_A.pdf
1.2.5.1	1	            CA334550	A	1	-	2-Line U 8S 2-12 LBBL-IL	Released	CA334550_A.pdf
1.2.5.2	2	            CA323885	C	1	-	U-slide First LBBL FF	In Production	M-CA323885_C.pdf
1.2.5.3	3	            CA323379	C	16	-	Second blue spacer FF	In Production	M-CA323379_C .pdf
1.2.5.4	4	            CA321801	E	2	-	Big spacer, FF	In Production	M-CA321801_E .pdf
1.2.5.5	5	            CA319969	G	1	-	Zero spacer,  FF	In Production	M-CA319969_G .pdf
1.2.6	6	        CA334551	A	2		3-Line Assy 8S 2-12 LBBL-IL	Released	CA334551_A.pdf
1.2.6.1	1	            CA334552	B	1	-	3-Line 8S 2-12 LBBL-IL	Released	CA334552_B.pdf
1.2.6.2	2	            CA323894	F	1	-	U-slide Third LBBL FF	In Production	M-CA323894_F .pdf
1.2.6.3	3	            CA323379	C	18	-	Second blue spacer FF	In Production	M-CA323379_C .pdf
1.2.6.4	4	            CA319969	G	2	-	Zero spacer,  FF	In Production	M-CA319969_G .pdf
1.2.6.5	5	            CA321801	E	8	-	Big spacer, FF	In Production	M-CA321801_E .pdf
1.2.7	7	        CA334553	A	2		Final Line Assy 8S 2-12 LBBL-IL	Released	CA334553_A.pdf
1.2.7.1	1	            CA334554	C	1	-	Final Line 8S 2-12 LBBL-IL	Released	CA334554_C.pdf
1.2.7.2	2	            CA323379	C	17	-	Second blue spacer FF	In Production	M-CA323379_C .pdf
1.2.7.3	3	            CA319969	G	3	-	Zero spacer,  FF	In Production	M-CA319969_G .pdf
1.2.7.4	4	            CA321801	E	3	-	Big spacer, FF	In Production	M-CA321801_E .pdf
1.2.8	8	        CA334555	A	2	-	Rail-1 LBBL 8S 2-12 MB-IL	Released	CA334555_A.pdf
1.2.8.A		            AI-CA321605	D	1		Rail Gauge instruction	In Production	AI-CA321605_D.pdf
1.2.9	9	        CA334556	A	2	-	Rail-2 LBBL 8S 2-12 MB-IL	Released	CA334556_A.pdf
1.2.9.A		            AI-CA321605	D	1		Rail Gauge instruction	In Production	AI-CA321605_D.pdf
1.2.10	10	        CA334557	A	2	-	Rail-3 LBBL 8S 2-12 MB-IL	Released	CA334557_A.pdf
1.2.10.A		            AI-CA321605	D	1		Rail Gauge instruction	In Production	AI-CA321605_D.pdf
1.2.11	11	        CA329790	H	6	-	Rail Adapter MB-IL	In Production	M-CA329790_H.pdf
1.2.12	12	        CA334526	A	16		1-Line Assy 16S HBB 1-8deg MB-IL	Released	CA334526_A.pdf
1.2.12.1	1	            CA334527	B	1	-	1-Line 16S HBB 1-8deg MB-IL	Released	CA334527_B.pdf
1.2.12.2	2	            CA319930	I	2	-	First spacer FF	In Production	M-CA319930_I .pdf
1.2.13	13	        CA334528	B	8		2-Line Assy HBB 16S 1-8 MB-IL	Released	CA334528_B.pdf
1.2.13.1	1	            CA334529	B	1	-	2-Line HBB 16S 1-8 MB-IL	Released	CA334529_B.pdf
1.2.13.2	2	            CA319117	G	1	-	U-slide Second HUWB FF	In Production	M-CA319117_G.pdf
1.2.13.3	3	            CA319947	F	2	-	Second spacer FF	In Production	M-CA319947_F .pdf
1.2.13.4	4	            CA319969	G	1	-	Zero spacer,  FF	In Production	M-CA319969_G .pdf
1.2.14	14	        CA334530	A	2		3-Line L Assy HBB 16S 1-8 MB-IL	Released	CA334530_A.pdf
1.2.14.1	1	            CA334531	A	1	-	3-Line L HBB 16S 1-8 MB-IL	Released	CA334531_A.pdf
1.2.14.2	2	            CA319947	F	4	-	Second spacer FF	In Production	M-CA319947_F .pdf
1.2.14.3	3	            CA319127	G	1	-	U-slide Third HUWB FF	In Production	M-CA319127_G.pdf
1.2.14.4	4	            CA319969	G	2	-	Zero spacer,  FF	In Production	M-CA319969_G .pdf
1.2.15	15	        CA334532	A	2		3-Line U Assy HBB 16S 1-8 MB-IL	Released	CA334532_A.pdf
1.2.15.1	1	            CA334533	A	1	-	3-Line U HBB 16S 1-8 MB-IL	Released	CA334533_A.pdf
